Bus_Name,Bus_Type,Departure_Time,Destination_Time,Total_Duration,Ratings,Price,Seats_Available,Route_name,Route_Link
Bashudev Transline (Under ASTC),A/C Seater (2+1),12:35,18:00,05h 25m,"3.9
8",INR 550,19 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),23:15,04:00,04h 45m,"3.1
5",INR 550,46 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
Christina Travels,NON A/C Seater (2+2),11:00,16:30,05h 30m,"2.9
11",650,32 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),23:30,04:00,04h 30m,2.7,INR 500,50 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
Assam State Transport Corporation (ASTC) - 173044,Non AC Seater (2+2),13:00,15:30,02h 30m,"4.6
8",INR 170,14 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-moran
Assam State Transport Corporation (ASTC) - 155999,Bharat Benz A/C Seater (2+2),10:50,15:00,04h 10m,"4.6
10",INR 334,25 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Sparrow Travels (Under ASTC),Non AC Seater (2+2),06:30,12:00,05h 30m,3.4,INR 350,40 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Karisma (Aziba),NON A/C Seater (2+1),10:40,15:00,04h 20m,3.8,INR 400,24 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:00,15:00,04h 00m,"4.6
23",INR 541.16,29 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Pranjit Travels (Under ASTC),A/C Seater (2+1),13:00,18:45,05h 45m,"3.4
9",INR 550,29 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
KRISHNA CHARAN TRAVELS,A/C Seater Push Back (2+2),05:30,11:00,05h 30m,2.5,INR 450,39 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Mayur Travels (Under ASTC),Non AC Seater (2+2),05:45,11:30,05h 45m, ,INR 350,43 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Ruma Travels (Under ASTC),Non AC Seater (2+2),09:00,14:40,05h 40m,"1.0
4",INR 350,41 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
BARBIE TRAVELS,A/C Seater Push Back (2+2),10:00,15:35,05h 35m,New,INR 400,34 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Mahadev K.P.,Tata A/C Seater (2+2),11:00,18:15,07h 15m,2.0,INR 460,41 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Mahadev K.P.,Tata A/C Seater (2+2),11:30,18:30,07h 00m,2.0,INR 460,41 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
DESTINY TRAVELS,NON A/C Seater (2+1),23:30,03:45,04h 15m,2.1,437,32 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Aniruddha Travels,AC Seater (2+2),07:50,17:30,09h 40m,"3.8
56",500,9 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,04:45,09h 15m,"3.0
198",INR 550,30 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,05:00,09h 15m,"3.0
31",INR 500,49 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
Puja Transport,Non AC Seater (2+2),20:00,06:00,10h 00m,"3.2
20",INR 550,25 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:30,09h 30m,"2.3
19",INR 600,31 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,05:10,07h 40m,"2.3
4",500,40 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
J.S. Travels,Non AC Seater (2+1),21:00,06:30,09h 30m,"2.1
15",INR 550,32 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
MOON TRAVELS,AC Seater (2+2),07:15,16:50,09h 35m,"2.6
10",618,35 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
Neha Travels,Non AC Seater (2+1),22:40,08:00,09h 20m,"1.4
4",INR 650,35 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
Neha Travels,NON A/C Seater (2+2),22:10,05:00,06h 50m,"1.1
10",INR 650,29 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
Assam State Transport Corporation (ASTC) - 147556,Bharat Benz A/C Seater (2+2),12:30,16:45,04h 15m,"4.5
29",INR 292.6,33 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bihpuria
Assam State Transport Corporation (ASTC) - 139496,NON A/C Seater Push Back (2+1),09:30,16:30,07h 00m,"3.5
48",INR 273,20 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Bashudev Transline (Under ASTC),A/C Seater (2+1),06:45,11:50,05h 05m,"4.5
14",INR 550,21 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),07:30,12:30,05h 00m,"4.7
11",INR 600,35 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Aniruddha Travels,AC Seater (2+2),07:30,14:00,06h 30m,3.6,500,30 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,01:00,05h 30m,"3.9
7",500,50 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,01:15,05h 20m,3.6,569,40 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Shree Ram Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:45,01:40,04h 55m,4.8,530,28 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,22:15,28h 45m,2.9,INR 500,33 Seats available,Silchar to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
